Cartón 1
B,I,N,G,O
14,20,40,48,67
10,29,45,60,70
8,19,X,53,72
6,22,34,46,74
5,25,33,52,64

Cartón 38
B,I,N,G,O
1,20,40,56,61
12,24,31,52,63
4,21,X,48,65
14,16,34,58,72
5,25,41,46,64

Cartón 39
B,I,N,G,O
1,21,31,52,69
13,18,42,57,66
15,17,X,50,62
11,28,39,60,73
6,16,37,54,67

Cartón 40
B,I,N,G,O
4,29,34,55,71
8,16,38,49,61
11,25,X,53,70
13,20,42,52,66
14,19,40,56,74

Cartón 41
B,I,N,G,O
7,23,35,48,65
15,30,38,59,62
5,24,X,49,70
12,27,40,52,72
8,20,33,50,61

Cartón 42
B,I,N,G,O
14,20,34,51,63
2,17,41,50,73
4,22,X,53,67
10,21,38,60,61
5,19,36,48,65

Cartón 43
B,I,N,G,O
5,18,42,59,70
11,19,37,48,68
9,16,X,53,66
14,20,32,57,64
3,27,44,55,69

Cartón 44
B,I,N,G,O
12,25,35,58,72
9,21,33,52,67
15,22,X,47,66
8,19,40,51,73
10,20,43,57,68

Cartón 45
B,I,N,G,O
9,25,32,50,72
8,28,36,53,71
13,20,X,48,74
7,18,37,51,61
10,17,35,57,63

Cartón 46
B,I,N,G,O
8,18,39,53,62
1,25,44,56,69
2,29,X,52,75
15,23,33,57,68
3,24,38,47,71

Cartón 47
B,I,N,G,O
3,17,37,47,73
6,16,38,53,61
9,24,X,54,67
14,19,31,57,68
2,22,32,58,72

Cartón 48
B,I,N,G,O
11,22,41,54,74
4,30,38,58,73
1,17,X,57,70
6,16,43,50,75
7,26,39,59,63

Cartón 49
B,I,N,G,O
3,28,34,46,63
4,18,33,53,72
15,17,X,59,71
10,30,42,57,66
13,19,31,48,67

Cartón 50
B,I,N,G,O
11,23,33,54,63
14,16,38,60,66
6,30,X,47,71
4,27,45,52,72
8,18,39,48,73

Cartón 51
B,I,N,G,O
7,28,32,49,68
10,22,42,56,73
12,23,X,52,75
8,21,38,55,63
13,17,34,53,74

Cartón 52
B,I,N,G,O
13,19,39,57,73
7,25,35,54,75
8,28,X,53,63
11,20,38,51,64
4,24,42,58,61

Cartón 53
B,I,N,G,O
14,20,38,49,68
7,25,40,52,62
4,24,X,54,75
2,21,43,57,72
5,23,34,53,71

Cartón 54
B,I,N,G,O
1,22,34,50,72
10,20,38,47,64
8,30,X,46,67
3,26,45,54,65
7,19,35,57,61

Cartón 55
B,I,N,G,O
1,24,32,48,61
12,29,39,59,69
14,16,X,53,72
11,27,43,51,71
9,17,33,46,75

Cartón 56
B,I,N,G,O
11,29,34,46,65
9,30,43,51,74
5,27,X,49,72
3,26,45,53,71
14,19,31,50,61

Cartón 57
B,I,N,G,O
15,28,32,46,67
3,22,33,56,69
6,25,X,54,71
7,27,37,53,70
13,17,31,52,75

Cartón 58
B,I,N,G,O
1,17,42,60,72
10,18,33,53,63
13,19,X,55,68
7,28,39,46,67
2,27,45,57,64

Cartón 59
B,I,N,G,O
15,21,34,54,72
8,18,41,59,73
13,24,X,53,62
3,25,37,50,66
6,19,39,57,71

Cartón 60
B,I,N,G,O
4,17,35,46,73
9,23,40,52,72
11,25,X,48,68
15,22,34,57,64
2,20,31,58,75

Cartón 61
B,I,N,G,O
8,18,42,50,63
14,17,41,53,62
2,24,X,59,64
13,20,36,46,61
11,29,35,48,75

Cartón 62
B,I,N,G,O
10,26,32,53,74
1,27,42,55,72
3,30,X,52,68
5,29,37,57,67
11,18,38,48,63

Cartón 63
B,I,N,G,O
15,17,37,55,70
5,16,42,58,67
6,19,X,60,62
14,26,31,59,74
9,29,40,54,65

Cartón 64
B,I,N,G,O
3,30,33,51,67
14,27,32,50,72
9,17,X,55,73
8,22,38,58,71
15,20,36,52,75

Cartón 65
B,I,N,G,O
14,20,34,59,61
4,16,35,53,64
7,30,X,56,72
13,22,45,55,62
5,27,44,51,73

Cartón 66
B,I,N,G,O
15,24,35,60,72
12,27,39,49,74
10,29,X,48,70
14,26,33,55,71
9,17,37,57,64

Cartón 67
B,I,N,G,O
4,23,37,57,75
14,30,31,59,65
1,19,X,52,72
5,20,44,48,62
8,22,42,60,68

Cartón 68
B,I,N,G,O
11,22,40,53,75
13,26,35,59,72
4,24,X,56,68
15,18,34,51,69
7,25,38,58,63

Cartón 69
B,I,N,G,O
13,19,38,49,75
10,29,43,56,63
9,27,X,47,70
8,22,37,48,66
4,23,34,60,74

Cartón 70
B,I,N,G,O
8,26,43,48,66
12,29,34,49,64
6,24,X,55,71
14,16,33,52,72
7,28,35,51,69

Cartón 71
B,I,N,G,O
14,24,32,49,65
2,29,39,60,75
1,30,X,52,64
15,16,42,46,63
9,17,43,50,69

Cartón 72
B,I,N,G,O
14,21,37,46,68
11,28,38,54,74
8,20,X,58,63
7,17,40,52,66
6,22,31,53,72

Cartón 73
B,I,N,G,O
12,21,31,56,67
15,23,37,48,62
11,17,X,54,64
3,24,39,50,75
8,16,42,52,69

Cartón 74
B,I,N,G,O
11,19,36,60,72
7,28,38,59,69
3,27,X,54,75
6,20,32,51,70
13,18,45,46,66

Cartón 75
B,I,N,G,O
9,19,39,60,63
3,30,43,54,62
13,28,X,47,65
5,21,40,46,75
4,24,37,58,68

Cartón 76
B,I,N,G,O
6,19,41,46,74
3,25,33,50,62
2,22,X,60,66
1,30,32,55,71
4,26,31,59,65

Cartón 77
B,I,N,G,O
8,24,34,50,62
10,22,37,52,65
11,23,X,55,72
15,28,33,53,67
5,19,35,47,71

Cartón 78
B,I,N,G,O
5,22,36,53,64
15,28,31,58,63
13,18,X,50,62
1,27,40,47,66
7,21,35,51,73

Cartón 79
B,I,N,G,O
13,24,44,52,65
7,17,31,46,75
15,19,X,57,63
2,28,39,53,69
4,29,40,50,64

Cartón 80
B,I,N,G,O
5,30,41,46,73
1,16,45,52,70
10,18,X,57,64
4,17,37,60,65
15,26,38,55,63

Cartón 81
B,I,N,G,O
4,30,39,53,70
14,17,33,51,63
2,16,X,52,66
9,22,37,54,75
6,24,38,55,65

Cartón 82
B,I,N,G,O
8,29,35,55,71
15,23,44,53,67
3,18,X,51,70
13,26,31,59,74
14,20,40,56,65

Cartón 83
B,I,N,G,O
15,16,39,55,61
5,25,33,54,66
12,23,X,53,71
7,22,31,46,75
3,24,43,47,65

Cartón 84
B,I,N,G,O
5,28,36,52,61
7,22,31,48,75
15,29,X,57,70
6,24,33,54,69
13,21,37,51,64

Cartón 85
B,I,N,G,O
12,29,34,54,65
11,18,35,56,73
5,17,X,49,70
2,27,42,48,69
14,19,41,50,72

Cartón 86
B,I,N,G,O
4,25,42,59,65
2,20,41,53,69
8,21,X,55,67
15,29,43,47,73
10,22,45,50,70

Cartón 87
B,I,N,G,O
6,25,32,60,63
3,27,35,58,73
12,21,X,51,69
8,18,40,47,70
10,17,45,48,65

Cartón 88
B,I,N,G,O
10,30,43,53,64
14,29,32,60,66
11,22,X,54,71
13,27,44,58,70
15,28,38,49,69

Cartón 89
B,I,N,G,O
5,24,35,58,68
4,27,33,56,67
11,25,X,50,73
15,26,38,59,75
10,20,43,53,64

Cartón 90
B,I,N,G,O
12,20,40,57,66
10,27,36,59,75
13,23,X,50,64
6,24,31,48,71
5,25,42,51,73

Cartón 91
B,I,N,G,O
14,19,31,47,71
3,18,45,46,69
9,30,X,58,73
2,21,39,55,67
4,16,32,54,63

Cartón 92
B,I,N,G,O
2,27,42,47,66
13,26,44,50,73
14,17,X,46,61
3,16,41,59,69
12,28,32,60,72

Cartón 93
B,I,N,G,O
9,25,34,54,70
4,23,33,52,66
3,30,X,51,67
6,17,35,49,64
5,20,39,55,74

Cartón 94
B,I,N,G,O
12,29,31,58,62
14,18,35,50,67
13,25,X,55,63
8,19,39,56,73
4,22,42,47,71

Cartón 95
B,I,N,G,O
6,27,35,54,63
5,28,37,48,71
4,16,X,47,74
12,17,45,57,66
14,20,39,49,62

Cartón 96
B,I,N,G,O
11,21,44,51,72
15,27,43,54,73
13,17,X,60,74
3,28,34,56,75
6,29,36,57,62

Cartón 97
B,I,N,G,O
2,16,44,51,71
13,26,43,47,63
4,22,X,57,66
12,19,40,54,68
1,23,32,52,62

Cartón 98
B,I,N,G,O
4,24,35,58,73
10,28,33,59,75
15,22,X,46,66
14,23,37,49,62
9,20,43,47,74

Cartón 99
B,I,N,G,O
12,23,33,54,75
2,25,45,56,67
6,17,X,47,68
3,19,34,55,72
8,29,39,60,69

Cartón 100
B,I,N,G,O
14,24,43,54,62
2,23,41,60,71
8,30,X,58,75
15,18,38,53,70
9,22,34,47,68

Cartón 101
B,I,N,G,O
9,19,33,52,68
2,27,36,60,61
13,17,X,56,67
3,28,40,54,72
4,18,37,53,64

Cartón 102
B,I,N,G,O
15,20,32,55,62
1,28,36,54,75
7,26,X,51,64
8,29,43,60,63
6,17,40,47,69

Cartón 103
B,I,N,G,O
10,28,33,59,68
13,18,44,47,69
6,27,X,49,67
5,29,34,54,75
15,24,43,53,70

Cartón 104
B,I,N,G,O
7,26,39,55,65
13,23,37,53,66
3,19,X,59,70
14,25,44,47,75
11,24,42,50,68

Cartón 105
B,I,N,G,O
10,27,39,54,72
4,28,34,59,69
3,21,X,47,67
13,22,35,53,62
12,24,31,57,68

Cartón 106
B,I,N,G,O
1,21,44,58,61
13,26,41,57,69
10,28,X,51,71
7,25,33,56,64
6,29,43,46,67

Cartón 107
B,I,N,G,O
5,30,44,54,75
1,16,32,55,62
3,25,X,59,71
7,17,45,49,63
12,29,39,60,67

Cartón 108
B,I,N,G,O
12,30,38,51,68
8,24,32,56,66
10,25,X,50,70
15,21,40,49,74
11,23,39,53,63

Cartón 109
B,I,N,G,O
3,21,36,59,71
13,29,37,48,64
10,24,X,58,74
6,22,39,49,66
4,16,44,56,62

Cartón 110
B,I,N,G,O
11,30,40,51,74
3,17,37,54,61
2,20,X,56,72
7,16,35,47,73
15,25,31,59,65

Cartón 111
B,I,N,G,O
7,29,37,46,65
3,17,33,58,64
9,28,X,51,63
12,23,41,47,61
14,22,42,54,69

Cartón 112
B,I,N,G,O
5,18,31,59,62
10,19,39,48,68
7,23,X,52,65
2,25,38,46,74
1,16,37,47,73

Cartón 113
B,I,N,G,O
9,18,40,51,70
1,23,41,58,68
2,27,X,53,63
5,19,35,50,73
15,20,36,56,71

Cartón 114
B,I,N,G,O
10,18,31,48,64
11,27,37,47,63
3,30,X,46,69
9,20,38,49,66
7,24,33,54,71

Cartón 115
B,I,N,G,O
11,25,31,50,69
12,16,39,60,62
6,19,X,47,71
13,22,36,53,72
10,28,35,54,64

Cartón 116
B,I,N,G,O
9,22,34,55,65
3,23,33,56,71
13,26,X,58,69
8,20,41,46,61
7,19,40,48,67

Cartón 117
B,I,N,G,O
4,29,42,51,69
12,25,43,53,70
7,16,X,47,66
5,17,34,58,63
8,23,36,49,65

Cartón 118
B,I,N,G,O
9,28,42,59,74
15,25,33,46,75
8,29,X,52,67
10,23,34,53,66
13,27,36,58,71

Cartón 119
B,I,N,G,O
5,28,37,46,62
7,26,45,54,65
2,29,X,49,68
9,21,34,53,70
13,22,31,47,69

Cartón 120
B,I,N,G,O
7,28,32,48,75
14,21,38,47,68
3,25,X,52,66
9,27,44,49,74
4,29,33,53,63

Cartón 121
B,I,N,G,O
4,30,38,51,64
15,20,33,46,65
8,29,X,47,69
12,28,34,53,74
2,23,36,49,75

Cartón 122
B,I,N,G,O
11,26,35,57,62
1,30,43,59,71
8,29,X,52,67
12,23,40,58,63
14,20,44,47,70

Cartón 123
B,I,N,G,O
15,26,34,59,68
2,29,39,48,72
14,16,X,57,71
12,28,32,58,67
11,19,41,53,75

Cartón 124
B,I,N,G,O
10,18,43,60,62
12,28,34,50,66
14,27,X,48,72
11,30,33,46,69
3,20,45,49,61

Cartón 125
B,I,N,G,O
15,16,38,59,72
14,19,32,48,63
10,28,X,60,70
12,18,43,54,68
1,23,44,57,71

Cartón 126
B,I,N,G,O
1,22,33,56,75
3,26,35,54,73
11,28,X,49,62
13,25,37,46,66
15,18,41,60,71

Cartón 127
B,I,N,G,O
11,17,38,52,66
14,21,31,50,67
13,27,X,56,70
5,16,35,57,72
8,23,37,51,65

Cartón 128
B,I,N,G,O
1,28,42,53,62
4,25,32,47,75
5,30,X,50,61
12,16,44,48,74
3,27,38,56,65

Cartón 129
B,I,N,G,O
12,27,45,56,74
10,24,31,58,61
9,18,X,49,68
4,25,34,46,75
8,30,41,59,65

Cartón 130
B,I,N,G,O
5,18,31,59,71
1,19,40,47,62
6,24,X,51,66
11,21,44,55,69
3,16,37,56,74

Cartón 131
B,I,N,G,O
5,20,39,58,72
7,21,37,59,71
2,26,X,48,69
13,19,40,51,63
11,24,43,57,61

Cartón 132
B,I,N,G,O
14,19,42,46,69
2,20,35,47,75
6,24,X,51,65
3,26,41,52,62
13,27,31,50,63

Cartón 133
B,I,N,G,O
3,24,36,55,68
2,29,43,54,64
6,22,X,59,65
11,21,45,51,73
9,18,40,53,75

Cartón 134
B,I,N,G,O
12,23,37,55,67
9,28,34,46,63
10,27,X,60,70
4,25,31,59,64
1,22,40,52,74

Cartón 135
B,I,N,G,O
15,20,43,55,73
14,22,39,54,74
10,26,X,46,61
1,18,45,49,68
5,28,40,58,72

Cartón 136
B,I,N,G,O
10,29,43,49,69
13,28,42,56,66
5,26,X,48,61
11,25,36,60,63
4,16,34,46,73

Cartón 137
B,I,N,G,O
12,20,41,52,68
10,18,32,57,65
3,22,X,49,66
1,26,43,54,62
4,17,37,53,72

Cartón 138
B,I,N,G,O
13,19,38,56,68
12,24,35,54,65
6,21,X,57,71
10,17,34,52,74
4,23,36,53,67

Cartón 139
B,I,N,G,O
7,29,35,58,65
9,19,44,54,71
6,17,X,57,62
5,21,42,60,61
14,22,43,50,75

Cartón 140
B,I,N,G,O
7,17,39,46,67
3,30,40,60,75
10,18,X,47,64
12,19,45,48,72
2,24,31,58,74

Cartón 141
B,I,N,G,O
15,28,33,58,63
14,18,37,53,75
2,16,X,57,65
8,20,45,46,68
13,29,43,48,61

Cartón 142
B,I,N,G,O
14,22,34,54,74
8,17,31,52,61
10,28,X,58,67
12,16,45,57,66
7,29,39,59,64

Cartón 143
B,I,N,G,O
1,29,31,50,68
9,24,41,51,65
6,27,X,48,63
15,23,38,60,74
14,16,35,53,71

Cartón 144
B,I,N,G,O
4,22,43,57,62
10,19,39,56,63
13,27,X,55,65
15,29,35,53,75
5,28,42,47,67

Cartón 145
B,I,N,G,O
2,29,34,48,72
4,28,41,54,63
14,23,X,46,73
15,17,43,49,62
10,27,33,57,69

Cartón 146
B,I,N,G,O
1,23,45,48,70
9,17,43,46,69
11,24,X,56,62
15,19,39,57,63
8,30,33,55,72

Cartón 147
B,I,N,G,O
9,30,42,56,63
7,28,38,54,68
10,23,X,59,72
1,24,32,47,66
15,27,41,48,75

Cartón 148
B,I,N,G,O
12,21,44,57,68
5,22,35,56,65
14,18,X,52,67
15,27,37,54,73
6,29,42,53,74

Cartón 149
B,I,N,G,O
7,27,39,46,67
6,21,41,55,69
10,28,X,56,65
15,19,38,57,72
12,24,31,52,61

Cartón 150
B,I,N,G,O
14,30,42,55,69
10,17,34,52,67
9,28,X,57,74
13,23,37,46,61
15,27,36,54,66

Cartón 151
B,I,N,G,O
6,26,37,54,72
3,16,35,60,75
13,23,X,47,64
4,25,36,53,62
11,22,39,57,66

Cartón 152
B,I,N,G,O
4,28,36,57,70
2,29,35,58,63
3,27,X,51,75
14,17,39,47,62
13,21,44,55,66

Cartón 153
B,I,N,G,O
6,27,38,47,63
12,17,44,55,70
2,24,X,49,75
11,23,40,54,68
13,22,32,48,69

Cartón 154
B,I,N,G,O
1,25,35,57,71
4,28,45,56,70
14,17,X,48,72
7,19,37,53,61
10,20,42,55,63

Cartón 155
B,I,N,G,O
9,21,39,48,71
10,16,41,60,65
7,26,X,49,75
14,17,31,57,66
6,24,33,56,64

Cartón 156
B,I,N,G,O
3,28,31,56,69
5,29,42,53,64
10,17,X,60,74
9,25,34,52,72
11,16,32,54,71

Cartón 157
B,I,N,G,O
11,21,36,52,69
9,26,41,51,63
4,16,X,56,64
12,19,37,58,73
6,29,32,54,61

Cartón 158
B,I,N,G,O
6,17,35,60,66
4,23,45,57,68
5,26,X,54,71
11,28,32,49,63
2,20,33,51,61

Cartón 159
B,I,N,G,O
4,29,36,60,64
3,24,40,48,73
13,28,X,51,67
7,19,42,54,69
14,21,45,49,74

Cartón 160
B,I,N,G,O
1,25,44,54,61
11,21,40,56,63
15,23,X,53,73
14,18,36,49,65
10,29,39,46,62

Cartón 161
B,I,N,G,O
14,27,39,60,69
6,22,35,47,61
8,21,X,55,67
11,18,32,53,72
12,24,45,54,66

Cartón 162
B,I,N,G,O
2,28,41,48,70
9,27,34,57,75
14,22,X,50,69
4,25,40,52,72
13,26,33,55,67

Cartón 163
B,I,N,G,O
7,30,41,58,74
5,17,45,50,75
4,21,X,54,62
13,23,38,57,73
15,26,43,59,64

Cartón 164
B,I,N,G,O
9,17,41,47,74
13,16,40,55,68
5,25,X,52,67
12,28,34,58,62
2,26,32,59,65

Cartón 165
B,I,N,G,O
4,28,38,48,62
1,27,35,53,61
2,22,X,52,75
15,18,45,60,72
9,23,43,47,73

Cartón 166
B,I,N,G,O
5,18,41,50,63
13,22,44,53,68
2,30,X,46,66
8,25,40,58,73
3,26,43,48,74

Cartón 167
B,I,N,G,O
13,24,33,51,73
3,27,42,57,63
15,26,X,47,65
10,28,37,60,61
9,18,36,58,69

Cartón 168
B,I,N,G,O
14,27,31,57,71
13,28,34,59,64
4,24,X,50,61
3,20,37,54,67
12,16,42,56,66

Cartón 169
B,I,N,G,O
6,27,35,60,68
13,17,41,56,64
10,25,X,54,75
4,21,42,46,67
12,20,45,53,63

Cartón 170
B,I,N,G,O
3,17,34,54,62
4,30,45,52,71
6,22,X,48,63
5,26,38,55,74
2,28,39,47,64

Cartón 171
B,I,N,G,O
3,24,35,53,72
13,25,40,54,64
1,26,X,46,61
14,23,44,55,68
5,20,38,57,70

Cartón 172
B,I,N,G,O
4,16,45,47,73
14,27,37,51,75
15,29,X,54,65
11,20,33,52,62
1,30,32,58,74

Cartón 173
B,I,N,G,O
10,19,37,50,74
15,17,43,46,64
9,29,X,52,65
14,24,45,51,73
4,22,39,59,63

Cartón 174
B,I,N,G,O
14,16,37,53,64
10,21,34,47,63
8,23,X,46,72
11,24,45,50,70
1,22,38,49,73

Cartón 175
B,I,N,G,O
13,22,33,59,69
14,16,36,48,67
1,27,X,51,63
9,30,42,58,68
7,18,39,54,65

Cartón 176
B,I,N,G,O
7,29,45,56,69
3,19,34,50,75
2,26,X,59,61
12,21,43,53,70
14,30,37,54,66

Cartón 177
B,I,N,G,O
13,21,39,53,71
7,16,38,58,72
1,17,X,51,73
9,18,37,54,68
6,24,44,56,75

Cartón 178
B,I,N,G,O
6,17,45,58,70
5,18,40,57,61
9,28,X,46,66
12,23,33,52,63
2,30,36,55,67

Cartón 179
B,I,N,G,O
15,17,40,51,65
6,23,31,55,70
10,26,X,60,62
11,19,44,53,64
2,25,33,50,67

Cartón 180
B,I,N,G,O
7,28,38,49,67
3,16,36,60,71
5,20,X,58,61
6,27,41,57,70
15,21,34,52,63

Cartón 181
B,I,N,G,O
3,30,38,55,62
4,18,41,48,75
1,17,X,53,67
2,25,39,52,73
15,23,40,47,74

Cartón 182
B,I,N,G,O
13,23,32,49,67
15,30,41,55,62
5,21,X,51,61
1,20,40,58,72
8,17,34,52,68

Cartón 183
B,I,N,G,O
14,20,41,51,75
12,16,37,55,71
6,18,X,52,65
2,21,39,53,62
5,19,36,60,69

Cartón 184
B,I,N,G,O
8,18,37,56,70
4,30,31,60,61
10,23,X,48,72
6,28,43,47,65
3,22,45,55,66

Cartón 185
B,I,N,G,O
8,27,33,47,75
6,24,44,50,65
4,18,X,56,74
1,29,38,57,68
12,28,32,60,73

Cartón 186
B,I,N,G,O
6,22,33,55,62
3,23,35,46,66
10,17,X,52,67
5,21,37,49,71
7,20,40,47,73

Cartón 187
B,I,N,G,O
13,16,44,51,71
5,28,32,54,75
12,21,X,49,72
6,26,31,52,64
1,29,36,56,65

Cartón 188
B,I,N,G,O
5,21,43,50,61
7,18,35,58,64
2,29,X,52,72
9,24,33,51,68
6,28,37,46,75

Cartón 189
B,I,N,G,O
5,18,32,60,72
15,16,44,55,75
13,28,X,48,64
8,19,35,54,68
3,17,45,57,71

Cartón 190
B,I,N,G,O
15,23,39,47,73
1,21,40,56,65
12,25,X,50,68
7,22,45,59,75
8,24,32,58,67

Cartón 191
B,I,N,G,O
11,30,31,47,63
3,24,44,54,74
1,23,X,52,71
4,29,42,46,61
15,16,32,48,65

Cartón 192
B,I,N,G,O
7,25,31,58,68
14,19,37,59,65
8,21,X,48,70
12,20,42,47,69
10,16,38,53,75

Cartón 193
B,I,N,G,O
15,18,32,50,61
12,21,44,48,68
14,29,X,53,65
10,30,38,47,75
3,17,45,46,69

Cartón 194
B,I,N,G,O
2,26,45,53,67
12,29,43,50,70
10,19,X,47,61
5,16,40,55,71
11,30,41,52,72

Cartón 195
B,I,N,G,O
9,19,44,56,73
2,22,33,54,64
8,26,X,51,61
10,23,32,59,68
4,29,41,58,74

Cartón 196
B,I,N,G,O
12,29,38,49,63
3,22,45,54,68
4,27,X,53,73
5,20,40,60,70
14,23,41,48,69

Cartón 197
B,I,N,G,O
14,19,45,55,63
13,23,32,50,72
15,26,X,49,61
3,21,41,59,64
4,30,40,48,62

Cartón 198
B,I,N,G,O
9,17,39,59,64
14,28,32,58,72
15,26,X,55,67
10,22,38,46,75
2,24,44,49,73

Cartón 199
B,I,N,G,O
1,30,35,58,68
14,28,42,48,70
8,25,X,55,71
2,17,31,59,69
15,20,43,53,65

Cartón 200
B,I,N,G,O
9,27,37,52,69
1,25,34,47,66
7,20,X,60,73
2,26,44,55,74
12,22,36,54,75

Cartón 201
B,I,N,G,O
5,21,31,60,64
12,17,41,53,67
2,30,X,50,62
3,28,32,58,72
6,24,45,49,61

Cartón 202
B,I,N,G,O
15,21,35,59,68
4,18,40,48,62
2,16,X,49,61
14,24,42,46,75
6,20,44,55,66

Cartón 203
B,I,N,G,O
1,18,34,55,66
12,17,37,57,64
14,21,X,56,63
5,20,36,59,72
15,19,31,46,69

Cartón 204
B,I,N,G,O
6,30,37,53,62
3,19,36,59,70
1,26,X,49,73
4,17,39,48,71
13,25,38,47,64

Cartón 205
B,I,N,G,O
4,16,32,60,67
8,26,43,58,64
13,27,X,53,68
2,25,36,54,62
1,17,45,52,72

Cartón 206
B,I,N,G,O
11,19,37,53,71
14,28,39,47,70
9,29,X,52,67
